group	file	url	http	bytes	fetched
mdn	clamp.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/values/clamp/index.md	200	10074	2026-09-20T06:12:18Z
mdn	round.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/values/round/index.md	200	7554	2026-09-20T06:12:18Z
mdn	length.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/values/length/index.md	200	20648	2026-09-20T06:12:18Z
mdn	container-queries.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/guides/containment/container_queries/index.md	200	9294	2026-09-20T06:12:18Z
mdn	container-size-and-style-queries.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/guides/containment/container_size_and_style_queries/index.md	200	29205	2026-09-20T06:12:18Z
mdn	at-layer.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/at-rules/@layer/index.md	200	8119	2026-09-20T06:12:18Z
mdn	at-property.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/at-rules/@property/index.md	200	6822	2026-09-20T06:12:18Z
mdn	light-dark.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/values/color_value/light-dark/index.md	200	8203	2026-09-20T06:12:18Z
mdn	color-mix.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/values/color_value/color-mix/index.md	200	16488	2026-09-20T06:12:18Z
mdn	oklch.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/values/color_value/oklch/index.md	200	19744	2026-09-20T06:12:18Z
mdn	relative-colors.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/guides/colors/using_relative_colors/index.md	200	36774	2026-09-20T06:12:18Z
mdn	color-scheme.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/properties/color-scheme/index.md	200	5892	2026-09-20T06:12:18Z
mdn	prefers-color-scheme.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/at-rules/@media/prefers-color-scheme/index.md	200	6764	2026-09-20T06:12:18Z
mdn	prefers-reduced-motion.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/at-rules/@media/prefers-reduced-motion/index.md	200	5730	2026-09-20T06:12:18Z
mdn	prefers-contrast.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/at-rules/@media/prefers-contrast/index.md	200	2108	2026-09-20T06:12:18Z
mdn	forced-colors.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/at-rules/@media/forced-colors/index.md	200	6609	2026-09-20T06:12:18Z
mdn	media-pointer.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/at-rules/@media/pointer/index.md	200	1923	2026-09-20T06:12:18Z
mdn	media-hover.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/at-rules/@media/hover/index.md	200	1370	2026-09-20T06:12:18Z
mdn	media-any-pointer.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/at-rules/@media/any-pointer/index.md	200	2026	2026-09-20T06:12:18Z
mdn	interpolate-size.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/properties/interpolate-size/index.md	200	6488	2026-09-20T06:12:18Z
mdn	hyphens.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/properties/hyphens/index.md	200	5588	2026-09-20T06:12:18Z
mdn	text-wrap.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/properties/text-wrap/index.md	200	6222	2026-09-20T06:12:18Z
mdn	overflow-wrap.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/properties/overflow-wrap/index.md	200	5196	2026-09-20T06:12:18Z
mdn	aspect-ratio.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/properties/aspect-ratio/index.md	200	5534	2026-09-20T06:12:18Z
mdn	logical-properties.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/guides/logical_properties_and_values/index.md	200	7577	2026-09-20T06:12:18Z
mdn	anchor-positioning.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/guides/anchor_positioning/index.md	200	5418	2026-09-20T06:12:18Z
mdn	scroll-driven-animations.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/guides/scroll-driven_animations/index.md	200	4948	2026-09-20T06:12:18Z
mdn	focus-visible.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/css/reference/selectors/_colon_focus-visible/index.md	200	7352	2026-09-20T06:12:18Z
mdn	view-transitions.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/api/view_transition_api/index.md	cached	8836	2026-09-20T06:12:18Z
mdn	popover-api.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/api/popover_api/index.md	cached	9210	2026-09-20T06:12:18Z
mdn	dialog.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/html/reference/elements/dialog/index.md	cached	39360	2026-09-20T06:12:18Z
mdn	autocomplete.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/html/reference/attributes/autocomplete/index.md	cached	22234	2026-09-20T06:12:18Z
mdn	inputmode.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/html/reference/global_attributes/inputmode/index.md	cached	3254	2026-09-20T06:12:18Z
mdn	responsive-images.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/html/guides/responsive_images/index.md	cached	21266	2026-09-20T06:12:18Z
mdn	intl-numberformat.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/javascript/reference/global_objects/intl/numberformat/index.md	cached	6090	2026-09-20T06:12:18Z
mdn	aria-busy.md	https://raw.githubusercontent.com/mdn/content/main/files/en-us/web/accessibility/aria/reference/attributes/aria-busy/index.md	cached	4410	2026-09-20T06:12:18Z
material	m3-window-size-classes.html	https://m3.material.io/foundations/layout/applying-layout/window-size-classes	404	62132	2026-09-20T06:12:18Z
material	m3-shape.html	https://m3.material.io/styles/shape/overview-principles	200	61701	2026-09-20T06:12:18Z
atlassian-docs	color-roles.html	https://atlassian.design/foundations/color-new/color-roles	404	224793	2026-09-20T06:12:18Z
atlassian	atlassian/npm-tokens@18.2.0	https://www.npmjs.com/package/@atlaskit/tokens	npm	3322588	2026-09-20T06:12:18Z
atlassian	atlassian/npm-eslint-plugin-design-system@16.13.0	https://www.npmjs.com/package/@atlaskit/eslint-plugin-design-system	npm	131669	2026-09-20T06:12:18Z
carbon	carbon/npm-layout@11.59.0	https://www.npmjs.com/package/@carbon/layout	npm	21820	2026-09-20T06:12:18Z
carbon	carbon/npm-type@11.67.0	https://www.npmjs.com/package/@carbon/type	npm	62506	2026-09-20T06:12:18Z
carbon	carbon/npm-themes@11.81.0	https://www.npmjs.com/package/@carbon/themes	npm	303839	2026-09-20T06:12:18Z
carbon	carbon/npm-colors@11.58.0	https://www.npmjs.com/package/@carbon/colors	npm	25404	2026-09-20T06:12:18Z
carbon	carbon/npm-motion@11.52.0	https://www.npmjs.com/package/@carbon/motion	npm	13644	2026-09-20T06:12:18Z
spectrum	spectrum/npm-spectrum-tokens@15.4.1	https://www.npmjs.com/package/@adobe/spectrum-tokens	npm	2539087	2026-09-20T06:12:18Z
polaris	polaris/npm-polaris-tokens@9.4.2	https://www.npmjs.com/package/@shopify/polaris-tokens	npm	2337	2026-09-20T06:12:18Z
primer	primer/npm-primitives@11.10.0	https://www.npmjs.com/package/@primer/primitives	npm	1724436	2026-09-20T06:12:18Z
radix-colors	radix-colors/npm-colors@3.0.0	https://www.npmjs.com/package/@radix-ui/colors	npm	138956	2026-09-20T06:12:18Z
radix-themes	radix-themes/npm-themes@3.3.0	https://www.npmjs.com/package/@radix-ui/themes	npm	201563	2026-09-20T06:12:18Z
open-props	open-props/npm-open-props@1.7.23	https://www.npmjs.com/package/open-props	npm	287916	2026-09-20T06:12:18Z
tailwind	tailwind/npm-tailwindcss@4.3.3	https://www.npmjs.com/package/tailwindcss	npm	29913	2026-09-20T06:12:18Z
utopia	utopia/npm-utopia-core@1.6.0	https://www.npmjs.com/package/utopia-core	npm	34185	2026-09-20T06:12:18Z
